episode,username,comment,quoted_user,quoted_text,join_date,post_num
Ep2,Red,8bit is officially lukewarm.,,,Jul-12,1918.0
Ep3,shane_nichols,8bit sucks so much ass. This should've been giving to the Team that animated Haikyuu and Kuroko no Basket. 😒,,,Jun-15,1121.0
Ep8,PettankoLover,??????? what was that dribble between Isagi and Bachira?? trash,,,Nov-16,368.0
Ep14,M-T_S,"@AJ_JOD  just credit the animator!!
He had to draw 80 cuts on top of storyboarding that part of the episode 

https://x.com/pe_po_po/status/1873041504354353571?t=GlW7LWz_92Lmt0Kwa_F2Wg&s=19
The Animator^ & one of SB of today's ep",AJ_JOD,"AJ_JOD said:8bit literally animated Rin [Berserker mode aka his flow] vs Itoshi Sae that great ,i literallly forgot all my complaints related to Animations[Powerpoint presentations, poor cgi etc ] ...",Dec-20,166.0
Ep3,Mirror_Mage,"@AJ_JOD I think it got a bit better this ep. Now, it is still a moving slideshow, but it was a baby step up at least.",,,Apr-23,41.0
Ep14,Dioxid1,"@AJ_JOD If it wasn't for this episode, you can't like you would've given a 6 or lower",,,Aug-20,1.0
Ep10,Sheol01,"@AJ_JOD Well, it had a lot of action but still reminds me of a Queen Bee Hentai with all the stills & slow-Mo. And CGI feet? What the Actual Hell?!",,,Jul-24,4111.0
Ep3,thebrentinator24,"@AmirKazeXD Oh god I almost forgot about that show. I still need to watch S2 so it’s nice to hear things improved. People on MAL refuse to actually enjoy watching anime.

Your taste in anime isn't a personality trait.

Take me back to the days before MAL became infested with Twitter's favorite buzzwords.


",thebrentinator24,"thebrentinator24 said:Imagine you're watching a cool fight in the anime adaptation of your favorite action manga, and it's just slideshow images with punching sound effects over it.",Jun-14,7753.0
Ep4,AmirKazeXD,"@Artromex Sae scene looked so good especially when he wanted to get out of the room and we saw him walking out it was well done, there is hope for the last ten episode hope they can even make it better than this.",,,Feb-24,360.0
Ep4,ladderboi123,@Artromex ur right bro but some of the movements have fluidity atleast a handful,,,Dec-23,64.0
Ep2,Mirror_Mage,"@BigMac7 Like I said, they may be saving the bulk of the budget for the U-20 since it has more of an impact than the 3rd selection. Another reason could be that the studio just didn’t have that big of a budget this time around but I couldn’t imagine the reason for it since BLLK is super popular from what I’ve heard. It could just be a problem with the studio itself too.",,,Apr-23,41.0
Ep4,ladderboi123,"@Biisoo i am with you bro
",,,Dec-23,64.0
Ep1,Sheol01,@Confused_100 That is almost an oxymoron. Definitely not something that really exists.,thebrentinator24,"thebrentinator24 said:While everyone is already complaining about the animation (classic MAL 🚬🐤), I'm going to hold off on giving my opinion until I actually see a soccer match. Not really much to go off with this episode since it was pretty much just talking, setup, and a lot of close up shots of the characters.Still, it's nice to have Blue Lock back, as I actually do enjoy this show despite the shortcomings of 8bit's animation. I was hoping to see Isagi as part of the top 6, or even in that runner-up 7th spot, but yea he does still have a lot of room for improvement before he can rank that high. Overall it was a decent return for the series, as we see a lot of familiar faces again along with some new ones.",Jul-24,4111.0
Ep1,thebrentinator24,"@Confused_100 What does that even mean. All I'm doing is waiting to see animation that's actually worth complaining about before I complain about the animation.People on MAL refuse to actually enjoy watching anime.

Your taste in anime isn't a personality trait.

Take me back to the days before MAL became infested with Twitter's favorite buzzwords.


",thebrentinator24,"thebrentinator24 said:While everyone is already complaining about the animation (classic MAL 🚬🐤), I'm going to hold off on giving my opinion until I actually see a soccer match. Not really much to go off with this episode since it was pretty much just talking, setup, and a lot of close up shots of the characters.Still, it's nice to have Blue Lock back, as I actually do enjoy this show despite the shortcomings of 8bit's animation. I was hoping to see Isagi as part of the top 6, or even in that runner-up 7th spot, but yea he does still have a lot of room for improvement before he can rank that high. Overall it was a decent return for the series, as we see a lot of familiar faces again along with some new ones.",Jun-14,7753.0
Ep14,Douwobewow,"@Dioxid1 The opposite is even worse, you invest yourself in an anime and they botch the ending. It's the worst feeling.

In this scenario they managed to keep everything together with a low budget (it's a lot of self-thinking so they used a lot of still angles) and they exploded everything at the end. It's perfect!
",,,Mar-16,16.0
Ep12,milcosi,@Elero you're definetely right !! Let's give credits to Gagamaru (phenomenal) and Karasu. But the truth is when is our boy Bachira going to awaken to. Since the last episodes each week are getting better and better and I love it. What a dream game !!!,,,May-22,37.0
Ep13,HEBl,"@Elysett 

This right here is the ultimate dream. Ten times better than a Hollywood actress.",,,Jun-12,81.0
Ep6,ramenyst,"@EmilCioran 
@Softhenic03

plus it happens irl too. 16 y/o looking like mid 20, or vice versa. facial hair can do a lot to your perceived appearance. its aint that big of a stretch to say oliver is under 20.
Check out the game ""Torn City""! The BEST online text-based multi-player game!
Kidnapping, shoplifting, jailbreak, racing, assassination, auction, hacking, bounty, stocks, own a company, faction wars, write for the newspaper, casino, marriage, traveling, weapons, avatar customization... There's so much to do so come check it out!!!",,,Nov-14,2758.0
Ep9,yellowheartren,"@EmilCioran And all that speculation is proof that we don't, actually, learn any of it. I can accept broadening horizons, going abroad and getting a glimpse at the wider world sure can change one's perspective, let alone living in such an environment for four years. (Although, he did grow a lot, too, Rin being so shook at that is probably the silly award of the year, like, what'd he expect? Duh. Of course he'd grow a lot in every way, it's literally what he left for.) But again, that's all we get: him going away as a relatively nice, caring, tutor-like big brother figure, and then doing a complete 180 upon his return and being this arrogant prick, for all intents and purposes shoving Rin face first in the mud. That, and it's not like they couldn't keep in touch during those years, the additional time sequence actually shows him using a very modern smartphone taking a photo of Rin - this isn't taking place in the past where letters took ages and getting even a call through was an achievement. So, to me, it just feels off.

This on top of the fact that Rin was a latecomer plot device when the supposed protag needed the next OP obstacle to overcome, and is now at the point where he practically overshadows said protag, together with Sae (and several others). But that's a compound issue not even necessarily specific to this one series.",,,Oct-09,775.0
Ep4,ladderboi123,@EmilCioran faxxxx,,,Dec-23,64.0
Ep3,samsince04,"@FMmatron I thought the animation kinda upgraded from whatever last ep was but ig not lol. Last ep felt like a visual novel at times...

 I don't think they'll show the Nagi and Reo game in its entirety but I'm looking forward to how that pans out as well. It's weird bcz I'm a manga reader and not remembering many things that happen in this arc just allows me to relive the hype again.   




",,"𝒮𝑜𝓂𝑒𝓉𝒾𝓂𝑒𝓈, 𝓎𝑜𝓊 𝒸𝒶𝓃'𝓉 𝓂𝑜𝓋𝑒 𝒻𝑜𝓇𝓌𝒶𝓇𝒹 𝓌𝒾𝓉𝒽𝑜𝓊𝓉 𝒸𝓁𝑜𝓈𝒾𝓃𝑔 𝓉𝒽𝑒 𝒹𝑜𝑜𝓇 𝒷𝑒𝒽𝒾𝓃𝒹 𝓎𝑜𝓊. - 𝑅𝑒𝒾 𝒦𝒾𝓇𝒾𝓎𝒶𝓂𝒶",Sep-20,4143.0
Ep1,Takasugisbitch99,@FMmatron i have no idea what “JFL” means😂,,,Mar-18,24.0
Ep7,The_Trainee,@GangsterCat I honestly think the issue with that soundtrack was the producer not realizing that he was making it for a slideshow where people would talk over it the entire time. I believe it would have been been better if the animation was more fluent to match the tempo of the music. ,,,Jan-20,31.0
Ep2,StateofOhayo,@Gekko_ua thanks to your comment I can say this episode at least brought a little bit of fun to my day. remember school movies and the teacher would be talking but we'd all be waiting for the corner logo jackpot?,,,Dec-18,4148.0
Ep5,JVskunkape,"@Girlhinata13 hmmm, I guess since they didn't cover it we don't really know how it will work, I wonder if they will stick with that 11 all game tho or if we will see others also play.

I feel like Leo and Barou are too popular and had too much focus leading up til now to then not play in this huge match. I think if there are any subs or if they can freely change their line up as they want or something, I'm sure they will play in some capacity. I have a third testicle that gives me psychic powers",,,Nov-12,6224.0
Ep1,xShive,"@GodSherick i 100% agree, i think the animation is better than before and i found the overall episode amazibg",,,Aug-23,23.0
Ep1,EmperorLeloush,"@GodSherick same man, the frames were all fine, minimal cg was there, the pv was bad, but so far ep 1 is good, the classic blue lock",,,Jan-22,23.0
Ep8,Junzy316,"@IzanaSolos This was the first episode where the quality of the animation actually became noticeable for me to really care.

But as you said it's 2-1 and we see where it goes from here",,,Feb-21,3.0
Ep1,SoulReaper01_,@IzanaSolos Your trippin animation was not bad at all lmao,,,May-23,247.0
Ep14,Animefanbruh,@IzanaSolos chill bro,,,Jan-23,1.0
